,question,year,gold_label,gold_context,gold_document_id,rag_pred,baseline_pred,retrieved_id
24630333,Comparing femoral version after intramedullary nailing performed by trauma-trained and non-trauma trained surgeons: is there a difference?,2014,no,"Post-operative version or percentage of DFV>15° did not significantly differ following IMN of diaphyseal femur fractures between surgeons with and without trauma fellowship training. However, prospective data that removes the inherent bias that the more complex cases are left for the traumatologists are required before a definitive comparison is made.",24630333,yes,yes,24630333
27096199,Does Viral Co-Infection Influence the Severity of Acute Respiratory Infection in Children?,2016,no,"The presence of more than one virus in hospitalized children with ARI is very frequent but it does not seem to have a major clinical impact in terms of severity. However bacterial superinfection increases the severity of the disease course. On the contrary, pneumococcal vaccination plays a protective role.",27096199,no,yes,27096199
22519710,Will clinical studies elucidate the connection between the length of storage of transfused red blood cells and clinical outcomes?,2013,no,Ongoing RCTs may lack enough power to settle the issue of whether or not the transfusion of stored blood has a negative clinical impact. A precautionary reduction of the maximum storage time to 35 days is advisable.,22519710,yes,yes,22519710
12040336,Cardiogenic shock complicating acute myocardial infarction in elderly patients: does admission to a tertiary center improve survival?,2002,no,"In a community-based cohort, patients with acute myocardial infarction complicated by cardiogenic shock did not have significantly different adjusted 30-day and 1-year mortality, irrespective of the revascularization capabilities of the admitting hospital.",12040336,no,yes,12040336
15918864,Learning needs of postpartum women: does socioeconomic status matter?,2005,yes,"It is important to ensure that new mothers are adequately informed about topics important to them while in hospital. The findings highlight the need for accessible and appropriate community-based information resources for women in the postpartum period, especially for those of low socioeconomic status.",15918864,yes,yes,15918864
23601294,Pitfalls in urinary stone identification using CT attenuation values: are we getting the same information on different scanner models?,2013,no,"According to our study, there is a great variability when different brands and models of scanners are compared directly. Furthermore, the CT scan analysis and HU evaluation appears to gather insufficient information in order to characterize and identify the composition of renal stones.",23601294,yes,no,23601294
21361755,Laminoplasty outcomes: is there a difference between patients with degenerative stenosis and those with ossification of the posterior longitudinal ligament?,2011,no,Patients with CSM due to either degenerative disease or segmental OPLL have similar perioperative results and neurological outcomes with laminoplasty. The VAS neck pain scores did not improve significantly with laminoplasty for either group. Laminoplasty may limit extension ROM.,21361755,yes,no,21361755
9003088,Immunohistochemical assessment of steroid hormone receptors in tissues of the anal canal. Implications for anal incontinence?,1996,yes,Expression of ER is a constitutional feature of the connective tissue and smooth muscle cells of the anal continence organ. Estrogen receptors and PR are not detectable in the striated muscle fibers of the external anal sphincter in either sex. The presence of ER in the stroma and smooth muscles of the anal canal suggests that these tissues are targets for estrogen. This constitutes a theoretical basis for the beneficial effects of estrogen and progestin replacement on anal continence in postmenopausal women.,9003088,yes,no,9003088
23337545,Is acute fibrinous and organizing pneumonia the expression of immune dysregulation?,2013,yes,"Aplastic anemia is associated with a variety of autoimmune syndromes. The sequence of events in our patient suggests that the hepatic failure, AFOP, and the VSAA may all have been part of an autoimmune syndrome. AFOP could be the result of immune dysregulation in this pediatric case with favorable outcome after immunosuppressive therapy and hematopoietic stem cell transplantation.",23337545,yes,yes,23337545
10490564,Hypotension in patients with coronary disease: can profound hypotensive events cause myocardial ischaemic events?,1999,yes,"In patients with ischaemic heart disease and hypotension, symptomatic and silent ischaemia occurred in a temporally causal relation with hypotension, particularly for diastolic pressures, suggesting that patients with coronary disease may be susceptible to ischaemic events incurred as a result of low blood pressure caused by excessive hypotensive drug treatment.",10490564,yes,yes,10490564
23375036,An HIV1/2 point of care test on sputum for screening TB/HIV co-infection in Central India - Will it work?,2013,yes,"This testing method may provide a useful strategy for conducting HIV surveillance in possible co-infected TB patients at peripheral centres. Since there is no investment on infrastructure, it may be possible for paramedical health professionals to carry out the test, particularly in areas with low HIV endemicity.",23375036,yes,yes,23375036
11555508,Do inhaled corticosteroids affect perception of dyspnea during bronchoconstriction in asthma?,2001,yes,We have shown that eosinophilic inflammation of the airway wall may increase PD and that the association of eosinophil counts with ICSs may result in lessening the PD.,11555508,yes,yes,11555508
16778275,Is routine chest radiography after transbronchial biopsy necessary?,2006,no,"We conclude that routine CXR after bronchoscopy with TBB is necessary only in patients with symptoms suggestive of pneumothorax. In asymptomatic patients, pneumothorax is rare and usually small, so routine CXR is not necessary in this category of patients.",16778275,yes,yes,16778275
27136599,Is it safe to perform rectal anastomosis in gynaecological debulking surgery without a diverting stoma?,2016,yes,Low rectal resection during debulking procedures for gynaecological cancers with peritoneal carcinomatosis can safely be performed by an experienced surgeon without a diverting stoma.,27136599,yes,yes,27136599
27050505,Does angiotensin-converting enzyme-1 (ACE-1) gene polymorphism lead to chronic kidney disease among hypertensive patients?,2016,yes,It is concluded that ACE-DD genotype may be a risk factor for the causation and development of chronic kidney failure among hypertensive patients.,27050505,yes,no,27050505
18403945,Does laparoscopic antireflux surgery improve quality of life in patients whose gastro-oesophageal reflux disease is well controlled with medical therapy?,2008,yes,"Laparoscopic antireflux surgery significantly improved quality of life in reflux patients whose symptoms were well controlled on medical therapy. Although on the basis of a noncomparative trial with a relatively short follow-up period, we believe such patients should be considered for laparoscopic antireflux surgery.",18403945,yes,yes,18403945
11149643,Is semi-closed endarterectomy of the superficial femoral artery combined with a short venous bypass in case of insufficient venous material an acceptable alternative for limb-threatening ischemia?,2000,yes,"In patients with limb-threatening ischemia and lack of venous material for a straightforward venous femorocrural bypass, semi-closed endarterectomy of the superficial femoral artery combined with a short popliteo-crural bypass provides a good alternative.",11149643,yes,yes,11149643
26200172,Can biofeedback training of psychophysiological responses enhance athletes' sport performance?,2015,yes,"One year following completion of the training program, all participants from the experimental group indicated that they were still using the biofeedback - psycho-regulation skills. Furthermore, these participants uniformly reported believing that these skills had enhanced their athletic performance and general well-being.",26200172,yes,yes,26200172
18783922,Do cytokines have any role in epilepsy?,2008,yes,We found increased post-ictal serum cytokine levels in patients with several epilepsy syndromes.,18783922,yes,yes,18783922
12684740,Cue-induced behavioural activation: a novel model of alcohol craving?,2003,yes,"Cue-induced behavioural activation was specific to alcohol cues, reproducible, persistent and could be blocked by naltrexone, and its correlation with human self-report of craving makes it a potentially useful model for studying alcohol craving.",12684740,yes,yes,12684740
25155638,Can routine offering of influenza vaccination in office-based settings reduce racial and ethnic disparities in adult influenza vaccination?,2014,yes,Improved office-based practices regarding influenza vaccination could significantly impact Healthy People 2020 goals by increasing influenza vaccine uptake and reducing corresponding racial and ethnic disparities.,25155638,yes,yes,25155638
26820719,Colorectal cancer in young patients: is it a distinct clinical entity?,2016,yes,Colorectal cancer among young patients may constitute a distinct clinical entity. Further research is needed to validate our findings and define the optimal approach in this population.,26820719,yes,no,26820719
18086459,Long-term significance of postictal psychotic episodes II. Are they predictive of interictal psychotic episodes?,2008,yes,"A history of PIPE may be a risk factor for the development of IPE. Yet, the disappearance of significance on multivariate analysis indicates that it is not an independent predictor.",18086459,yes,no,18086459
11978239,Do primary care physicians underprescribe antibiotics for peptic ulcer disease?,2002,yes,"While Italian primary care physicians appropriately target eradication therapy for H pylori infection in patients with peptic ulcer disease rather than nonulcer disease, the intervention was still underused in these patients. Improvements in this prescribing behavior are needed.",11978239,yes,yes,11978239
10798511,Blunt trauma in intoxicated patients: is computed tomography of the abdomen always necessary?,2000,no,"The incidence of abdominal injury in intoxicated, hemodynamically stable, blunt trauma patients with a normal abdominal examination and normal mentation is low. Physical examination and attention to clinical risk factors allow accurate abdominal evaluation without CT.",10798511,no,no,10798511
15477551,Chronic progressive cervical myelopathy with HTLV-I infection: Variant form of HAM/TSP?,2004,yes,"These four cases may belong to a variant form of HAM/TSP, predominantly involving the cervical cord levels.",15477551,yes,no,15477551
19327500,Gender difference in survival of resected non-small cell lung cancer: histology-related phenomenon?,2009,yes,"Women had better survival than men; however, there was no survival advantage in propensity-matched gender pairs. A gender difference in survival was observed only in the adenocarcinoma subset, suggesting pathobiology in adenocarcinoma in women might be different from that of men.",19327500,no,no,19327500
24614789,Is lumbar drainage of postoperative cerebrospinal fluid fistula after spine surgery effective?,2014,yes,Lumbar drainage seems to be effective and safe both in preventing CSF fistula in cases of large dural tears and debilitated/irradiated patients and in treating CSF leaks.,24614789,yes,yes,24614789
23283159,Is obesity a risk factor for wheezing among adolescents?,2012,yes,"Since obesity at the start of adolescence is associated with asthma symptom persistence, prevention and treatment of obesity may reduce avoidable healthcare costs and disease burden.",23283159,yes,yes,23283159
16465002,Dose end-tidal carbon dioxide measurement correlate with arterial carbon dioxide in extremely low birth weight infants in the first week of life?,2006,yes,There is good correlation and agreement between end-tidal CO(2) and arterial CO(2) in ELBW infants in the EtCO(2) range 30-50 mmHg. End-tidal CO(2) monitoring can be helpful in trending or for screening abnormal PaCO(2) values in ELBW infants in first week of life.,16465002,yes,yes,16465002
24191126,Is CA72-4 a useful biomarker in differential diagnosis between ovarian endometrioma and epithelial ovarian cancer?,2013,yes,This study suggests that CA72-4 determination can be useful to confirm the benign nature of ovarian endometriomas in women with high CA125 levels.,24191126,yes,no,24191126
25218577,Preservation of the PCL when performing cruciate-retaining TKA: Is the tibial tuberosity a reliable predictor of the PCL footprint location?,2016,yes,"Current surgical techniques of tibial preparation may result in partial or total PCL damage. Tibial tuberosity is a useful anatomical landmark to locate the PCL footprint and to predict the probability of its detachment pre-, intra-, and postoperatively. This knowledge might be useful to predict and avoid instability, consecutive pain, and dissatisfaction after TKA related to PCL insufficiency.",25218577,yes,no,25218577
20488985,The English antibiotic awareness campaigns: did they change the public's knowledge of and attitudes to antibiotic use?,2010,no,There is little evidence that the 2008 public antibiotic campaigns were effective. The use and visibility of future campaign materials needs auditing. A carefully planned approach that targets the public in GP waiting rooms and through clinicians in consultations may be a more effective way of improving prudent antibiotic use.,20488985,no,yes,20488985
11567820,Does increased nerve length within the treatment volume improve trigeminal neuralgia radiosurgery?,2001,no,Increasing the treatment volume to include a longer nerve length for trigeminal neuralgia radiosurgery does not significantly improve pain relief but may increase complications.,11567820,yes,no,11567820
19100463,Is the affinity column-mediated immunoassay method suitable as an alternative to the microparticle enzyme immunoassay method as a blood tacrolimus assay?,2008,yes,"The ACMIA method used for a tacrolimus assay is precise and has advantages, including the lack of a required pretreatment procedure. Furthermore, it is only slightly influenced by the hematologic or biochemical status of the samples.",19100463,yes,yes,19100463
12769830,Should tumor depth be included in prognostication of soft tissue sarcoma?,2003,no,Most of the prognostic value of tumor depth in soft tissue sarcomas of the extremity or trunk wall can be explained by the association between tumor size and depth.,12769830,no,yes,12769830
10331115,Is amoxapine an atypical antipsychotic?,1999,yes,"PET data show that amoxapine's profile is very similar to that of the established atypical antipsychotics. These data, together with amoxapine's in vitro pharmacologic profile, effectiveness in animal models, and efficacy in psychotic depression raise the possibility of amoxapine as an ""atypical"" antipsychotic agent in the treatment of schizophrenia.",10331115,yes,yes,10331115
17483607,Does topical N-acetylcysteine application after myringotomy cause severe otorrhea?,2007,yes,N-acetylcysteine may cause severe otorrhea in the healing process of tympanic membrane perforations. Further studies including histopathological examinations are required to elucidate this condition.,17483607,yes,no,17483607
28056802,Is non-HDL-cholesterol a better predictor of long-term outcome in patients after acute myocardial infarction compared to LDL-cholesterol?,2017,yes,"Non-attaining non-HDL-C goal predicted MACE at long-term follow-up after AMI whereas non-attaining LDL-C goal was not associated with the higher risk. Therefore, non-HDL-C may be a more suitable target of dyslipidemia treatment than LDL-C in patients after AMI.",28056802,yes,no,28056802
11776681,Is intrapartum vibroacoustic stimulation an effective predictor of fetal acidosis?,2001,yes,"We found that intrapartum VAS was an effective predictor of fetal acidosis in cases of FHR variable decelerations, but its predictability for fetal acidosis in cases of FHR late decelerations was limited. Both VAS and fetal blood pH are good predictors of neonatal morbidity.",11776681,yes,no,11776681
24922528,The association of puberty and young adolescent alcohol use: do parents have a moderating role?,2014,no,"Puberty and family factors were strong predictors of adolescent alcohol use, but family factors did not account for variation in the association of pubertal stage and alcohol use.",24922528,no,yes,24922528
8200238,Must early postoperative oral intake be limited to laparoscopy?,1994,no,"Early oral intake is possible after laparotomy and colorectal resection. Thus, the laparoscopic surgeon's claim of early tolerated oral intake may not be unique to laparoscopy.",8200238,no,no,8200238
10593212,Does loss of consciousness predict neuropsychological decrements after concussion?,1999,no,The results of this study cast doubt on the importance of LOC as a predictor of neuropsychological test performance during the acute phase of recovery from mild traumatic brain injury. Neuropsychological testing procedures have been shown to be sensitive in measuring cognitive sequelae of mild traumatic brain injury (concussion) in athletes. The failure of this study to find any relationship between LOC and neuropsychological functioning in a large sample of patients with mild head trauma calls into question the assignment of primary importance to LOC in grading severity of concussion. This study also does not provide support for the use of guidelines that rely heavily on LOC in making return-to-play decisions. Continued research is necessary to determine the relative importance of markers of concussion in athletes.,10593212,no,yes,10593212
24519615,Does patella position influence ligament balancing in total knee arthroplasty?,2015,yes,"The gaps in patella eversion demonstrated smaller gaps both in knee extension and flexion position compared to the gaps of patella reduction position. The amount of decreased gaps was more definite in knee flexion position. Therefore, the intraoperative patellar positioning has influence on the measurement of the joint gap. Keeping the patella in reduced position is important during gap balancing.",24519615,yes,yes,24519615
24267613,Is the advanced age a contraindication to GERD laparoscopic surgery?,2013,no,"Laparoscopic antireflux surgery is a safe and effective treatment for GERD even in elderly patients, warranting low morbidity and mortality rates and a significant improvement of symptoms comparable to younger patients.",24267613,no,no,24267613
21074975,Ultra high risk (UHR) for psychosis criteria: are there different levels of risk for transition to psychosis?,2011,yes,"Our data suggest that UHR intake criteria predict transition over 6 months in the order of Trait alone<APS<BLIPS. The fact that BLIPS patients are at the highest risk of transition over the short term is consistent with the ""early"" versus ""late"" prodrome model. It also indicates that particular clinical attention may need to be paid to BLIPS patients, especially early in the course of treatment.",21074975,yes,yes,21074975
19712912,Has the 80-hour workweek improved surgical resident education in New England?,,no,"Despite the positive effects the 80-hour workweek has had on resident quality of life and patient care, it does not seem that either significant improvements or detrimental effects have occurred on surgical education within residency programs in New England.",19712912,no,no,19712912
12690589,Can continuous physical training counteract aging effect on myoelectric fatigue?,2003,yes,It appears possible that aging skeletal muscles subjected to continuous exercise develop an adaptive response that counteracts the selective loss of type II muscle fibers usually observed in the muscles of elderly sedentary subjects. Our results suggest that physical activity could be considered in the elderly within a broad rehabilitative framework in which appropriate and even tailored physical training could be planned to counteract the physiologic effects of aging on muscle fiber distribution.,12690589,yes,yes,12690589
10757151,Does ischemic preconditioning require reperfusion before index ischemia?,2000,no,"The preconditioning effect (infarct size reduction) appears not to depend on intermittent reperfusion. Thus, the protective mechanism of IP develops during the initial ischemia that precedes the index ischemia. Alternatively, low-flow ischemia is effectively a sort of reperfusion.",10757151,yes,no,10757151
15388567,Are sports medicine journals relevant and applicable to practitioners and athletes?,2004,no,There is a dearth of studies addressing diagnostic and treatment interventions in the sports medicine literature. The evidence base for sports medicine must continue to increase in terms of volume and quality.,15388567,yes,yes,15388567
10877371,Does head positioning influence anterior chamber depth in pseudoexfoliation syndrome?,2000,yes,"In patients with clinically apparent unilateral pseudoexfoliation, the lens seems to be more mobile in the affected eye. This results in a shallower anterior chamber when the head is placed in a prone position. Whether this fact might potentially lead to transient pupillary block when engaging in activities such as facing down while reading warrants further study.",10877371,yes,yes,10877371
22324545,Are polymorphisms in oestrogen receptors genes associated with lipid levels in response to hormone therapy?,2012,yes,"Our findings suggest that, in HT+ postmenopausal women, the rs2813544 polymorphism may influence LDL-C levels and, as previously described, ESR2 rs1256049 is associated with T-chol and LDL-C. No previous study has investigated the association of this SNP set with lipoprotein levels in women while taking into account the hormonal status of the patients.",22324545,yes,yes,22324545
19419587,Sternal plating for primary and secondary sternal closure; can it improve sternal stability?,2009,yes,Transverse sternal plating with 1 or 4 plates significantly improves sternal stability closure in human cadaver model. Adding a single sternal plate to primary closure improves the strength of sternal closure with traditional wiring potentially reducing the risk of sternal dehiscence and could be considered in high risk patients.,19419587,yes,yes,19419587
16909975,Can dose reduction to one parotid gland prevent xerostomia?,2006,yes,Minimising the radiation dose to one of the parotid glands with the help of IMRT in patients with advanced head and neck cancers can prevent xerostomia in most patients and parotid scintigraphy is a useful method of documenting xerostomia.,16909975,yes,yes,16909975
18799291,Is the histidine triad nucleotide-binding protein 1 (HINT1) gene a candidate for schizophrenia?,2008,no,": Data from both association and expression studies suggested that variants at HINT1 may be associated with schizophrenia and the associations may be sex-specific. However, the markers showing associations were in high LD to the SPEC2/PDZ-GEF2/ACSL6 locus reported previously in the same samples. This made it difficult to separate the association signals amongst these genes. Other independent studies may be necessary to distinguish these candidate genes.",18799291,yes,yes,18799291
12163782,Increased neutrophil migratory activity after major trauma: a factor in the etiology of acute respiratory distress syndrome?,2002,yes,"These data indicate that major blunt trauma enhances the migratory capacity of circulating neutrophils. This is manifest within 2 hrs of admission and may be attributable to alteration in interleukin-8 receptor expression, affinity, or downstream signaling. In patients who later develop ARDS, initially elevated circulating neutrophil counts decrease rapidly, over the same time course. Early enhanced neutrophil migratory activity coupled with elevated pulmonary concentrations of interleukin-8 may be central to the establishment of the neutrophil infiltration that is characteristic of ARDS.",12163782,yes,yes,12163782
19615731,Does higher body mass index contribute to worse asthma control in an urban population?,2009,no,"Using 4 validated asthma control questionnaires, we failed to find an association between obesity and asthma control in an urban population with asthma. Weight loss may not be an appropriate strategy to improve asthma control in this population.",19615731,yes,yes,19615731
18537964,Does a physician's specialty influence the recording of medication history in patients' case notes?,2008,yes,Physicians appear to document more frequently and in greater depth medication history information that may aid the diagnostic tasks in their specific specialty. Researchers and other users of medication history data documented in patients' medical records by physicians may want to take special cognizance of this phenomenon.,18537964,yes,yes,18537964
25747932,Living in an urban environment and non-communicable disease risk in Thailand: Does timing matter?,2015,yes,"Urbanicity was associated with increases in behavioral and physiological risk factors. However, these associations may not translate directly into increases in biological risk factors. It is likely that these biological risk factors were results of a complex interaction between both long term accumulation of exposure and early life exposures.",25747932,yes,no,25747932
17445978,Is renal warm ischemia over 30 minutes during laparoscopic partial nephrectomy possible?,2007,no,Our results demonstrate that kidney damage occurs during LPN when warm ischemia is>30 min. This damage is only partially reversible and efforts should be made to keep warm ischemia within 30 min.,17445978,yes,yes,17445978
19309468,Does a febrile reaction to platelets predispose recipients to red blood cell alloimmunization?,2009,yes,"These preliminary data support our hypothesis that recipient inflammation may affect RBC alloimmunization in humans; however, a more detailed understanding of the pathophysiologic association between inflammation and alloimmunization is required before definitive conclusions can be reached.",19309468,yes,no,19309468
25885219,Maternal creatine homeostasis is altered during gestation in the spiny mouse: is this a metabolic adaptation to pregnancy?,2015,yes,"Change of maternal creatine status (increased creatine synthesis and reduced creatine excretion) may be a necessary adjustment of maternal physiology to pregnancy to meet the metabolic demands of maternal tissues, the placenta and developing fetus.",25885219,yes,yes,25885219
26348845,Pap smears with glandular cell abnormalities: Are they detected by rapid prescreening?,2015,yes,"Pap smears with glandular cell abnormalities are often flagged as abnormal by RPS, and this results in a sensitivity of 36.4% (at the AGC threshold). Most importantly, some cases of AGC are detected on Pap smears by RPS only, and this demonstrates that RPS is a valuable QA method.",26348845,yes,yes,26348845
12221908,The HELPP syndrome--evidence of a possible systemic inflammatory response in pre-eclampsia?,2002,yes,"We found an important renal damage, low platelets, elevated liver enzymes in women with two or more pregnancies. Then we propose there are similarities between HELLP syndrome and Systemic Inflammatory Response Syndrome (SIRS) because they could have the same pathophysiology.",12221908,yes,yes,12221908
21904069,Spleen-preserving distal pancreatectomy with resection of the splenic vessels. Should one rely on the short gastric arteries?,2011,no,"Experimental, intra- and postoperative instrumental investigations did not show the short gastric arteries to be engaged in the blood supply to the spleen after a spleen-preserving distal pancreatectomy with resection of the splenic vessels. In all cases, the left gastroepiploic artery was the main collateral vessel.",21904069,no,no,21904069
14976655,Delayed peripheral facial palsy in the stapes surgery: can it be prevented?,,yes,"Poststapedectomy-delayed facial palsy is likely caused by a reactivation of HSV-1, latent within the geniculate ganglion. The activation of the latent virus is more frequent in patients with a history of herpes labialis and can be prevented by an adequate acyclovir therapy.",14976655,no,no,26907557
22644412,Hepatic arterial embolization for unresectable hepatocellular carcinomas: do technical factors affect prognosis?,2012,yes,Selective embolization contributes to survival in patients with HCCs.,22644412,yes,yes,22644412
26419377,Are pelvic anatomical structures in danger during arthroscopic acetabular labral repair?,2017,yes,It is anatomically possible that some pelvic structures sustain iatrogenic injury during acetabular drilling for anchor placement. Being aware of mean pelvic vault is important in which drilling after excessive pincer rim trimming could easily decrease the depth of acetabular bone without a standard. Careful drilling by using stopped drill bit is crucial to prevent iatrogenic injury.,26419377,yes,yes,26419377
23052500,Staging laparoscopy in patients with hepatocellular carcinoma: is it useful?,2013,no,"The overall yield of SL for HCC was 7 %, and the accuracy was 27 %. When accurate imaging methods are available and additional percutaneous liver biopsy is implemented as a standard procedure in the preoperative workup of patients with HCC, the benefit of SL will become even less.",23052500,yes,yes,23052500
26104852,Can echocardiography and ECG discriminate hereditary transthyretin V30M amyloidosis from hypertrophic cardiomyopathy?,2015,yes,Our study proposes an easily interpretable classification method for the differentiation between HCM and increased left ventricular myocardial thickness due to ATTR amyloidosis. Our combined echocardiographic and ECG model could increase the ability to identify ATTR cardiac amyloidosis in clinical practice.,26104852,yes,yes,26104852
9142039,Does pediatric housestaff experience influence tests ordered for infants in the neonatal intensive care unit?,1997,yes,"Interns order significantly more arterial blood gases per infant than junior and senior residents on-call in the neonatal ICU. Additional study is required to see if the experience of housestaff is associated with a broader array of neonatal outcomes, such as morbidity and mortality.",9142039,yes,no,9142039
18399830,Is robotically assisted laparoscopic radical prostatectomy less invasive than retropubic radical prostatectomy?,2008,yes,This study showed for the first time that RALP induces lower tissue trauma than RRP.,18399830,yes,yes,18399830
18575014,Nasal polyposis: is there an inheritance pattern?,2008,yes,"Regarding the pedigree, we discuss different modes of inheritance. The presence of consanguineous unions in this family suggests the possibility of a common ancestor and thus a recessive autosomal mode of inheritance.",18575014,yes,yes,18575014
15223779,c-Kit-dependent growth of uveal melanoma cells: a potential therapeutic target?,2004,yes,"The results confirm that c-kit is vastly expressed in uveal melanoma, suggest that the c-kit molecular pathway may be important in uveal melanoma growth, and point to its use as a target for therapy with STI571.",15223779,yes,yes,15223779
24487044,Pharmacologic regimens for knee osteoarthritis prevention: can they be cost-effective?,2014,yes,The cost-effectiveness of DMOADs for OA prevention for persons at high risk for incident OA may be comparable to other accepted preventive therapies.,24487044,yes,yes,24487044
12377809,Is anorectal endosonography valuable in dyschesia?,2002,yes,"Linear anorectal endosonography demonstrated incomplete or even absent relaxation of the anal sphincter and the m. puborectalis during a defecation movement in the majority of our patients with dyschesia. This study highlights the value of this elegant ultrasonographic technique in the diagnosis of ""pelvic floor dyssynergia"" or ""anismus"".",12377809,yes,yes,12377809
16195477,Production of chemokines by perivascular adipose tissue: a role in the pathogenesis of atherosclerosis?,2005,yes,"Human pWAT has chemotactic properties through the secretion of different chemokines, and we propose that pWAT might contribute to the progression of obesity-associated atherosclerosis.",16195477,yes,yes,16195477
16678696,Continuity of care experience of residents in an academic vascular department: are trainees learning complete surgical care?,2006,no,"The continuity-of-care experiences of vascular trainees are suboptimal. This is especially true for postoperative clinic assessment. Same-day admission surgery accounted for most of the cases and was associated with the poorest continuity of care. To provide complete surgical training in an era of changing therapeutic modalities and same-day admission surgery, vascular programs must be creative in structuring training to include adequate ambulatory experience.",16678696,yes,yes,16678696
18801797,Household and food shopping environments: do they play a role in socioeconomic inequalities in fruit and vegetable consumption?,2009,no,"Improving access to FV in the household and food shopping environments will only make a small contribution to improving population consumption levels, and may only have a limited effect in reducing socioeconomic inequalities in their consumption.",18801797,no,yes,18801797
12153648,Does birth center care during a woman's first pregnancy have any impact on her future reproduction?,2002,no,"A woman's model of care, such as birth center care, during her first pregnancy does not seem to be a sufficiently important factor to affect subsequent reproduction in Sweden.",12153648,yes,no,12153648
12632437,Are environmental factors important in primary systemic vasculitis?,2003,yes,"A significant association between farming and PSV has been identified for the first time. Results also support previously reported associations with silica, solvents, and allergy.",12632437,yes,yes,12632437
10201555,Is low serum chloride level a risk factor for cardiovascular mortality?,1998,yes,"This s the first report from a population-based study to indicate that there is an association between serum chloride level and the incidence of total, CVD and non-CVD mortalities. The risk ratio for CVD mortality associated with a low serum chloride level was comparable to or higher than those observed for well-established CVD risk factors.",10201555,yes,yes,10201555
21342862,Is EQ-5D a valid quality of life instrument in patients with acute coronary syndrome?,2011,yes,The Turkish version of the EQ-5D-based utility score seems to be a valid instrument in the assessment of quality of life studies in patients with acute coronary syndrome.,21342862,yes,yes,21342862
26818046,Could Adult European Pharmacoresistant Epilepsy Patients Be Treated With Higher Doses of Zonisamide?,,yes,High doses of ZNS are effective and safe in pharmacoresistant epileptic patients. Therapeutic drug monitoring of ZNS may be considered at therapeutic failure.,26818046,yes,yes,26818046
18005142,Does early migraine treatment shorten time to headache peak and reduce its severity?,2008,yes,Early treatment and use of triptans may lead to shorter duration from migraine headache onset to its peak but did not alleviate headache severity at peak. This could result in decreased migraine burden by reducing total migraine headache duration.,18005142,no,yes,18005142
11481172,Does the manic/mixed episode distinction in bipolar disorder patients run true over time?,2001,yes,These data suggest a pattern of diagnostic stability over time for manic and mixed episodes in patients with bipolar disorder. Careful prospective studies of this issue are needed.,11481172,yes,yes,11481172
19230985,Post-tonsillectomy late haemorrhage: is it a preferably night-time event?,2009,yes,"The incidence of post-tonsillectomy late haemorrhage in our study population was 1.78%. A statistically significant difference was found between night-time and day-time haemorrhages. Even though no significant distribution of haemorrhages per hour was observed, we underline that we recorded 32 (54.2%) events in 2 periods of the day: from 10 p.m. to 1 a.m. and from 6 to 9 a.m.",19230985,yes,no,19230985
17295865,Acute hepatitis C in Israel: a predominantly iatrogenic disease?,2007,yes,Acute hepatitis C in the post universal blood products screening era was found to be predominantly an iatrogenic disease in the investigated localities. This finding should direct attention and resources towards the development and implementation of preventive measures.,17295865,yes,no,17295865
17565137,Out of the smokescreen II: will an advertisement targeting the tobacco industry affect young people's perception of smoking in movies and their intention to smoke?,2007,yes,This real-world study suggests that placing an antismoking advertisement before movies containing smoking scenes can help to immunise non-smokers against the influences of film stars' smoking. Caution must be exercised in the type of advertisement screened as some types of advertising may reinforce smokers' intentions to smoke.,17565137,yes,yes,17565137
18041059,Do adjuvant aromatase inhibitors increase the cardiovascular risk in postmenopausal women with early breast cancer?,2008,yes,"According to the results from this meta-analysis, the risk of grade 3 and 4 CVAEs in patients who were receiving AIs was higher compared with the risk in patients who were receiving tamoxifen, and the difference reached statistical significance. However, the AD was relatively low, and from 160 to 180 patients had to be treated to produce 1 event.",18041059,yes,no,18041059
17274051,Metastatic carcinoma to the cervical nodes from an unknown head and neck primary site: Is there a need for neck dissection?,2007,no,"In our experience, definitive radiotherapy to the neck and the potential mucosal sites, whether preceded by neck dissection or not, is effective to achieve a good local control rate in the unknown primary cancer of the head and neck. The indication for neck dissection, in particular for early nodal stage, is controversial.",17274051,yes,yes,17274051
26460153,Cardiac reoperations in octogenarians: Do they really benefit?,2016,yes,"Despite high perioperative mortality, results document a sustainable recovery of the survivors offering the prospect of a highly independent and satisfying life. Therefore, advanced age alone should not be a contraindication for redo cardiac interventions. Geriatr Gerontol Int 2016; 16: 1138-1144.",26460153,no,yes,23870157
24061619,Location and number of sutures placed for hiatal hernia repair during laparoscopic adjustable gastric banding: does it matter?,2014,no,"Patients with fewer or anterior sutures have shorter OR times. However, 30-day readmission, band-related reoperation, and postoperative weight loss were unaffected by number or location of suture. The technical aspects of HHR did not appear to be associated with readmission or reoperation, and therefore a standardized approach may not be necessary.",24061619,yes,yes,24061619
26867834,Is Alveolar Macrophage Phagocytic Dysfunction in Children With Protracted Bacterial Bronchitis a Forerunner to Bronchiectasis?,2016,yes,A reduced alveolar macrophage phagocytic host response to apoptotic cells or NTHi may contribute to neutrophilic inflammation and NTHi colonization in both PBB and bronchiectasis. Whether this mechanism also contributes to the progression of PBB to bronchiectasis remains unknown.,26867834,no,yes,26867834
